htsno,hs8,hs6,hs2,description,general,special,CN_subheading,CN_wave,CN_tariff
6115.10.40.00,61151040,611510,61,Of synthetic fibers (632),14.6%,"Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6115.10.55.00,61151055,611510,61,Of artificial fibers (632),14.6%,"Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6115.10.60.00,61151060,611510,61,Of other textile materials (832),9.9%,"Free (AU,BH,CL,CO,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
,,,,Other panty hose and tights:,,,,,0.0
6115.21.00,61152100,611521,61,"Of synthetic fibers, measuring per single yarn less than 67 decitex",16%,"Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)",9903.88.15,List 4A,7.5
6115.21.00.10,61152100,611521,61,Tights (659),,,,,0.0
6115.21.00.20,61152100,611521,61,Other (632),,,,,0.0
6115.22.00.00,61152200,611522,61,"Of synthetic fibers, measuring per single yarn 67 decitex or more (659)",14.9%,"Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)",,,0.0
6115.29,,,,Of other textile materials:,,,,,0.0
6115.29.40.00,61152940,611529,61,Containing 70 percent or more by weight of silk or silk waste,2.6%,"Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6115.29.80,61152980,611529,61,Other,16%,"Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)",,,0.0
6115.29.80.10,61152980,611529,61,Of cotton (359),,,,,0.0
6115.29.80.20,61152980,611529,61,Of wool or fine animal hair (459),,,,,0.0
6115.29.80.40,61152980,611529,61,Other (859),,,,,0.0
6115.30,,,,"Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex:",,,,,0.0
6115.30.10.00,61153010,611530,61,Containing 70 percent or more by weight of silk or silk waste,2.7%,"Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6115.30.90,61153090,611530,61,Other,14.6%,"Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6115.30.90.10,61153090,611530,61,Of man-made fibers (632),,,,,0.0
6115.30.90.30,61153090,611530,61,Other (832),,,,,0.0
,,,,Other:,,,,,0.0
6115.94.00.00,61159400,611594,61,Of wool or fine animal hair (432),11.3%,"Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6115.95,,,,Of cotton:,,,,,0.0
6115.95.60.00,61159560,611595,61,Containing lace or net (332),10%,"Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6115.95.90.00,61159590,611595,61,Other (332),13.5%,"Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6115.96,,,,Of synthetic fibers:,,,,,0.0
6115.96.60,61159660,611596,61,Containing lace or net,18.8%,"Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6115.96.60.10,61159660,611596,61,Containing 23 percent or more by weight of wool or fine animal hair (432),,,,,0.0
6115.96.60.20,61159660,611596,61,Other (632),,,,,0.0
6115.96.90,61159690,611596,61,Other,14.6%,"Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,,0.0
6115.96.90.10,61159690,611596,61,Containing 23 percent or more by weight of wool or fine animal hair (432),,,,,0.0
6115.96.90.20,61159690,611596,61,Other (632),,,,,0.0
6115.99,,,,Of other textile materials:,,,,,0.0
,,,,Of artificial fibers:,,,,,0.0
6115.99.14,61159914,611599,61,Containing lace or net,18.8%,"Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6115.99.14.10,61159914,611599,61,Containing 23 percent or more by weight of wool or fine animal hair (432),,,,,0.0
6115.99.14.20,61159914,611599,61,Other (632),,,,,0.0
6115.99.19,61159919,611599,61,Other,14.6%,"Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,,0.0
6115.99.19.10,61159919,611599,61,Containing 23 percent or more by weight of wool or fine animal hair (432),,,,,0.0
6115.99.19.20,61159919,611599,61,Other (632),,,,,0.0
6115.99.40.00,61159940,611599,61,Containing 70 percent or more by weight of silk or silk waste,1.6%,"Free (AU,BH,CL,CO,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6115.99.90.00,61159990,611599,61,Other (832),9.9%,"Free (AU,BH,CL,CO,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6116,,,,"Gloves, mittens and mitts, knitted or crocheted:",,,,,0.0
6116.10,,,,"Impregnated, coated, covered or laminated with plastics or rubber:",,,,,0.0
6116.10.05.00,61161005,611610,61,Ice hockey gloves and field hockey gloves,Free,,,,0.0
6116.10.08.00,61161008,611610,61,"Other gloves, mittens and mitts, all the foregoing specially designed for use in sports, including ski and snowmobile gloves, mittens and mitts",2.8%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
,,,,Other:,,,,,0.0
,,,,Without fourchettes:,,,,,0.0
,,,,"Cut and sewn from preexisting machine knit fabric that is impregnated, coated, covered or laminated with plastics or rubber:",,,,,0.0
,,,,Of vegetable fibers:,,,,,0.0
6116.10.13.00,61161013,611610,61,Containing over 50 percent by weight of plastics or rubber,12.5%,"Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6116.10.17,61161017,611610,61,Other,23.5%,"Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG) 22.5% (E)",9903.88.15,List 4A,7.5
6116.10.17.20,61161017,611610,61,Subject to cotton restraints (331),,,,,0.0
6116.10.17.30,61161017,611610,61,Subject to man-made fiber restraints (631),,,,,0.0
6116.10.17.40,61161017,611610,61,Other (831),,,,,0.0
,,,,Other:,,,,,0.0
6116.10.44.00,61161044,611610,61,Containing over 50 percent by weight of plastics or rubber,9.9%,"Free (AU,BH,CL,CO,IL,JO,KR,MA, OM,P,PA,PE,S,SG) 8.9% (E)",9903.88.15,List 4A,7.5
6116.10.48,61161048,611610,61,Other,18.6%,"Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG) 16.3% (E)",9903.88.15,List 4A,7.5
6116.10.48.10,61161048,611610,61,Subject to cotton restraints (331),,,,,0.0
6116.10.48.20,61161048,611610,61,Subject to man-made fiber re- straints (631),,,,,0.0
6116.10.48.30,61161048,611610,61,Other (831),,,,,0.0
,,,,Other:,,,,,0.0
6116.10.55,61161055,611610,61,"Containing 50 percent or more by weight of cotton, man-made fibers or other textile fibers, or any combination thereof",13.2%,"Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG) 10.7% (E)",9903.88.15,List 4A,7.5
6116.10.55.10,61161055,611610,61,Subject to cotton restraints (331),,,,,0.0
6116.10.55.20,61161055,611610,61,Subject to man-made fiber restraints (631),,,,,0.0
6116.10.55.30,61161055,611610,61,Other (831),,,,,0.0
6116.10.65.00,61161065,611610,61,Other,7%,"Free (AU,BH, CL,CO,IL, JO,KR,MA, OM,P,PA,PE,S,SG) 6% (E)",9903.88.15,List 4A,7.5
,,,,With fourchettes:,,,,,0.0
6116.10.75,61161075,611610,61,"Containing 50 percent or more by weight of cotton, man-made fibers or other textile fibers, or any combination thereof",13.2%,"Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)",,,0.0
6116.10.75.10,61161075,611610,61,Subject to cotton restraints (331),,,,,0.0
6116.10.75.20,61161075,611610,61,Subject to man-made fiber restraints (631),,,,,0.0
6116.10.75.30,61161075,611610,61,Other (831),,,,,0.0
6116.10.95.00,61161095,611610,61,Other,7%,"Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
,,,,Other:,,,,,0.0
6116.91.00.00,61169100,611691,61,Of wool or fine animal hair (431),31.2¢/kg + 7%,"Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6116.92,,,,Of cotton:,,,,,0.0
6116.92.05.00,61169205,611692,61,Ice hockey gloves and field hockey gloves,Free,,,,0.0
6116.92.08.00,61169208,611692,61,"Other gloves, mittens and mitts, all the fore going specially designed for use in sports, including ski and snowmobile gloves, mittens and mitts",2.8%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
,,,,Other:,,,,,0.0
,,,,Made from a pre-existing machine knit fabric:,,,,,0.0
6116.92.64,61169264,611692,61,Without fourchettes,23.5%,"Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG) 22.5% (E)",9903.88.15,List 4A,7.5
6116.92.64.10,61169264,611692,61,"Terry cloth type, looped pile fabric (331)",,,,,0.0
6116.92.64.20,61169264,611692,61,"Jersey type, brushed or napped fabric (331)",,,,,0.0
6116.92.64.30,61169264,611692,61,"Lisle type, no pile, not brushed or napped (331)",,,,,0.0
6116.92.64.40,61169264,611692,61,Other (331),,,,,0.0
6116.92.74,61169274,611692,61,With fourchettes,23.5%,"Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)",,,0.0
6116.92.74.50,61169274,611692,61,"Jersey type, brushed or napped fabric (331)",,,,,0.0
6116.92.74.60,61169274,611692,61,"Lisle type, no pile, not brushed or napped (331)",,,,,0.0
6116.92.74.70,61169274,611692,61,Other (331),,,,,0.0
,,,,Other:,,,,,0.0
6116.92.88.00,61169288,611692,61,Without fourchettes (331),9.4%,"Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG) 7.4% (E)",9903.88.15,List 4A,7.5
6116.92.94.00,61169294,611692,61,With fourchettes (331),9.4%,"Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6116.93,,,,Of synthetic fibers:,,,,,0.0
6116.93.05.00,61169305,611693,61,Ice hockey gloves and field hockey gloves,Free,,9903.88.15,List 4A,7.5
6116.93.08.00,61169308,611693,61,"Other gloves, mittens and mitts, all the fore going specially designed for use in sports, including ski and snowmobile gloves, mittens and mitts",2.8%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
,,,,Other:,,,,,0.0
,,,,Containing 23 percent or more by weight of wool or fine animal hair:,,,,,0.0
6116.93.64.00,61169364,611693,61,Without fourchettes (431),31¢/kg + 6.9%,"Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG) 31¢/kg + 5.4% (E)",,,0.0
6116.93.74.00,61169374,611693,61,With fourchettes (431),31¢/kg + 6.9%,"Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
,,,,Other:,,,,,0.0
6116.93.88.00,61169388,611693,61,Without fourchettes (631),18.6%,"Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG) 16.3% (E)",9903.88.15,List 4A,7.5
6116.93.94.00,61169394,611693,61,With fourchettes (631),18.6%,"Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)",,,0.0
6116.99,,,,Of other textile materials:,,,,,0.0
,,,,Of artificial fibers:,,,,,0.0
6116.99.20.00,61169920,611699,61,Ice hockey gloves and field hockey gloves,Free,,,,0.0
6116.99.35.00,61169935,611699,61,"Other gloves, mittens and mitts, all the fore going specially designed for use in sports, including ski and snowmobile gloves, mittens and mitts",2.8%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
,,,,Other:,,,,,0.0
6116.99.48.00,61169948,611699,61,Without fourchettes (631),18.8%,"Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG) 16.5% (E)",,,0.0
6116.99.54.00,61169954,611699,61,With fourchettes (631),18.8%,"Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)",,,0.0
6116.99.75.00,61169975,611699,61,Containing 70 percent or more by weight of silk or silk waste,Free,,,,0.0
6116.99.95,61169995,611699,61,Other,3.8%,"Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)",,,0.0
6116.99.95.10,61169995,611699,61,Subject to cotton restraints (331),,,,,0.0
6116.99.95.20,61169995,611699,61,Subject to wool restraints (431),,,,,0.0
6116.99.95.30,61169995,611699,61,Subject to man-made fiber restraints (631),,,,,0.0
6116.99.95.60,61169995,611699,61,Other (831),,,,,0.0
6117,,,,"Other made up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories:",,,,,0.0
6117.10,,,,"Shawls, scarves, mufflers, mantillas, veils and the like:",,,,,0.0
6117.10.10.00,61171010,611710,61,Of wool or fine animal hair (459),9.6%,"Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6117.10.20,61171020,611710,61,Of man-made fibers,11.3%,"Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)",,,0.0
6117.10.20.10,61171020,611710,61,Containing 23 percent or more by weight of wool or fine animal hair (459),,,,,0.0
6117.10.20.30,61171020,611710,61,Other (659),,,,,0.0
6117.10.40.00,61171040,611710,61,Containing 70 percent or more by weight of silk or silk waste,1.5%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6117.10.60,61171060,611710,61,Other,9.5%,"Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,NP,OM, P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6117.10.60.10,61171060,611710,61,Of cotton (359),,,,,0.0
6117.10.60.20,61171060,611710,61,Other (859),,,,,0.0
6117.80,,,,Other accessories:,,,,,0.0
,,,,Containing 70 percent or more by weight of silk or silk waste:,,,,,0.0
6117.80.20.00,61178020,611780,61,"Ties, bow ties and cravats (758)",1.2%,"Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6117.80.30,61178030,611780,61,Other,2.3%,"Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)",,,0.0
6117.80.30.10,61178030,611780,61,"Headbands, ponytail holders and similar articles",,,,,0.0
6117.80.30.90,61178030,611780,61,Other (759),,,,,0.0
,,,,Other:,,,,,0.0
6117.80.85.00,61178085,611780,61,"Headbands, ponytail holders and similar articles",14.6%,"Free (A*,AU,BH,CL,CO,D,E*,IL,JO,KR,MA,NP,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6117.80.87,61178087,611780,61,"Ties, bow ties and cravats",5%,"Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)",,,0.0
6117.80.87.10,61178087,611780,61,Of cotton (359),,,,,0.0
6117.80.87.20,61178087,611780,61,Of wool or fine animal hair (459),,,,,0.0
6117.80.87.30,61178087,611780,61,Of man-made fibers (659),,,,,0.0
6117.80.87.70,61178087,611780,61,Other (858),,,,,0.0
6117.80.95,61178095,611780,61,Other,14.6%,"Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6117.80.95.10,61178095,611780,61,Of cotton (359),,,,,0.0
6117.80.95.20,61178095,611780,61,Of wool or fine animal hair (459),,,,,0.0
,,,,Of man-made fibers:,,,,,0.0
6117.80.95.30,61178095,611780,61,Containing 23 percent or more by weight of wool or fine animal hair (459),,,,,0.0
6117.80.95.40,61178095,611780,61,Other (659),,,,,0.0
6117.80.95.70,61178095,611780,61,Other (859),,,,,0.0
6117.90,,,,Parts:,,,,,0.0
6117.90.10,61179010,611790,61,Containing 70 percent or more by weight of silk or silk waste,2.3%,"Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6117.90.10.10,61179010,611790,61,Of sweaters (746),,,,,0.0
6117.90.10.20,61179010,611790,61,Of blouses and shirts (739),,,,,0.0
6117.90.10.30,61179010,611790,61,Of coats and jackets (735),,,,,0.0
6117.90.10.40,61179010,611790,61,"Of trousers, breeches and shorts (748)",,,,,0.0
6117.90.10.60,61179010,611790,61,Other (759),,,,,0.0
6117.90.90,61179090,611790,61,Other,14.6%,"Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
,,,,Of sweaters:,,,,,0.0
6117.90.90.03,61179090,611790,61,Of cotton (345),,,,,0.0
6117.90.90.05,61179090,611790,61,Of wool or fine animal hair (446),,,,,0.0
6117.90.90.10,61179090,611790,61,Of man-made fibers (646),,,,,0.0
6117.90.90.15,61179090,611790,61,Other (845),,,,,0.0
,,,,Of blouses and shirts:,,,,,0.0
6117.90.90.20,61179090,611790,61,Of cotton (339),,,,,0.0
6117.90.90.25,61179090,611790,61,Of wool or fine animal hair (438),,,,,0.0
6117.90.90.30,61179090,611790,61,Of man-made fibers (639),,,,,0.0
6117.90.90.35,61179090,611790,61,Other (838),,,,,0.0
,,,,Of coats and jackets:,,,,,0.0
6117.90.90.40,61179090,611790,61,Of cotton (335),,,,,0.0
6117.90.90.45,61179090,611790,61,Of wool or fine animal hair (435),,,,,0.0
6117.90.90.50,61179090,611790,61,Of man-made fibers (635),,,,,0.0
6117.90.90.55,61179090,611790,61,Other (835),,,,,0.0
,,,,"Of trousers, breeches and shorts:",,,,,0.0
6117.90.90.60,61179090,611790,61,Of cotton (348),,,,,0.0
6117.90.90.65,61179090,611790,61,Of wool or fine animal hair (448),,,,,0.0
6117.90.90.70,61179090,611790,61,Of man-made fibers (648),,,,,0.0
6117.90.90.75,61179090,611790,61,Other (847),,,,,0.0
,,,,Other:,,,,,0.0
6117.90.90.80,61179090,611790,61,Of cotton (359),,,,,0.0
6117.90.90.85,61179090,611790,61,Of wool or fine animal hair (459),,,,,0.0
6117.90.90.90,61179090,611790,61,Of man-made fibers (659),,,,,0.0
6117.90.90.95,61179090,611790,61,Other (859),,,,,0.0
6201,,,,"Men's or boys' overcoats, carcoats, capes, cloaks, anoraks (including ski jackets), windbreakers and   similar articles (including padded, sleeveless jackets), other than those of heading 6203:",,,,,0.0
6201.20,,,,Of wool or fine animal hair:,,,,,0.0
6201.20.11,62012011,620120,62,"Overcoats, carcoats, capes, cloaks and similar coats:",41¢/kg + 16.3%,"Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6201.20.11.10,62012011,620120,62,Men's (434),,,,,0.0
6201.20.11.20,62012011,620120,62,Boys' (434),,,,,0.0
,,,,"Anoraks (including ski-jackets), windbreakers and similar articles (including padded, sleeveless jackets):",,,,,0.0
,,,,Recreational performance outerwear:,,,,,0.0
6201.20.19.00,62012019,620120,62,"Padded, sleeveless jackets (459)",8.5%,"Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6201.20.29,62012029,620120,62,Other,49.7¢/kg + 19.7%,"Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6201.20.29.11,62012029,620120,62,Men's (434),,,,,0.0
6201.20.29.21,62012029,620120,62,Boys' (434),,,,,0.0
,,,,Other:,,,,,0.0
6201.20.35.00,62012035,620120,62,"Padded, sleeveless jackets (459)",8.5%,"Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6201.20.40,62012040,620120,62,Other,49.7¢/kg + 19.7%,"Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
6201.20.40.11,62012040,620120,62,Men's (434),,,,,0.0
6201.20.40.21,62012040,620120,62,Boys' (434),,,,,0.0
6201.30,,,,Of cotton:,,,,,0.0
,,,,"Overcoats, carcoats, capes, cloaks and similar coats:",,,,,0.0
6201.30.12.00,62013012,620130,62,Containing 15 percent or more by weight of down and waterfowl plumage and of which down comprises 35   percent or more by weight; containing 10 percent or more by weight of down (353),4.4%,"Free (AU,BH,CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)",9903.88.15,List 4A,7.5
6201.30.20,62013020,620130,62,Other,9.4%,"Free (AU,BH,CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)",9903.88.15,List 4A,7.5
,,,,Raincoats:,,,,,0.0
6201.30.20.10,62013020,620130,62,Men's (334),,,,,0.0
6201.30.20.20,62013020,620130,62,Boys' (334),,,,,0.0
,,,,Other:,,,,,0.0
,,,,Corduroy:,,,,,0.0
6201.30.20.25,62013020,620130,62,Men's (334),,,,,0.0
6201.30.20.35,62013020,620130,62,Boys' (334),,,,,0.0
,,,,Other:,,,,,0.0
6201.30.20.50,62013020,620130,62,Men's (334),,,,,0.0
6201.30.20.60,62013020,620130,62,Boys' (334),,,,,0.0
,,,,"Anoraks (including ski-jackets), windbreakers and similar articles (including padded, sleeveless jackets):",,,,,0.0
,,,,Recreational performance outerwear:,,,,,0.0
6201.30.30.00,62013030,620130,62,Containing 15 percent or more by weight of down and waterfowl plumage and of which down comprises 35 percent or more by weight; containing 10 percent or more by weight of down (353),4.4%,"Free (AU,BH,CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)",9903.88.15,List 4A,7.5
,,,,Other:,,,,,0.0
6201.30.40.00,62013040,620130,62,Water resistant (334),6.2%,"Free (AU,BH,CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)",,,0.0
6201.30.50,62013050,620130,62,Other,9.4%,"Free (AU,BH,CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)",9903.88.15,List 4A,7.5
,,,,"Padded, sleeveless jackets:",,,,,0.0
6201.30.50.05,62013050,620130,62,With attachments for sleeves (334),,,,,0.0
6201.30.50.10,62013050,620130,62,Other (359),,,,,0.0
,,,,Other:,,,,,0.0
6201.30.50.21,62013050,620130,62,Corduroy (334),,,,,0.0
,,,,Blue denim:,,,,,0.0
6201.30.50.31,62013050,620130,62,Men's (334),,,,,0.0
6201.30.50.41,62013050,620130,62,Boys' (334),,,,,0.0
,,,,Other:,,,,,0.0
6201.30.50.51,62013050,620130,62,Men's (334),,,,,0.0
6201.30.50.61,62013050,620130,62,Boys' (334),,,,,0.0
,,,,Other:,,,,,0.0
6201.30.60.00,62013060,620130,62,Containing 15 percent or more by weight of down and waterfowl plumage and of which down comprises 35 percent or more by weight; containing 10 percent or more by weight of down (353),4.4%,"Free (AU,BH,CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)",9903.88.15,List 4A,7.5
,,,,Other:,,,,,0.0
6201.30.70.00,62013070,620130,62,Water resistant (334),6.2%,"Free (AU,BH,CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)",9903.88.15,List 4A,7.5
6201.30.80,62013080,620130,62,Other,9.4%,"Free (AU,BH,CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)",9903.88.15,List 4A,7.5
,,,,"Padded, sleeveless jackets:",,,,,0.0
6201.30.80.05,62013080,620130,62,With attachments for sleeves (334),,,,,0.0
6201.30.80.10,62013080,620130,62,Other (359),,,,,0.0
,,,,Other:,,,,,0.0
6201.30.80.21,62013080,620130,62,Corduroy (334),,,,,0.0
,,,,Blue denim:,,,,,0.0
6201.30.80.31,62013080,620130,62,Men's (334),,,,,0.0
6201.30.80.41,62013080,620130,62,Boys' (334),,,,,0.0
,,,,Other:,,,,,0.0
6201.30.80.51,62013080,620130,62,Men's (334),,,,,0.0
6201.30.80.61,62013080,620130,62,Boys' (334),,,,,0.0
6201.40,,,,Of man-made fibers:,,,,,0.0
,,,,"Overcoats, carcoats, capes, cloaks and similar coats:",,,,,0.0
6201.40.10.00,62014010,620140,62,Containing 15 percent or more by weight of down and waterfowl plumage and of which down comprises 35   percent or more by weight; containing 10 percent or more by weight of down (653),4.4%,"Free (AU,BH,CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)",9903.88.15,List 4A,7.5
,,,,Other:,,,,,0.0
6201.40.15,62014015,620140,62,Containing 36 percent or more by weight of wool or fine animal hair,49.7¢/kg + 19.7%,"Free (AU,BH,CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)",9903.88.15,List 4A,7.5
6201.40.15.10,62014015,620140,62,Men's (434),,,,,0.0
6201.40.15.20,62014015,620140,62,Boys' (434),,,,,0.0
6201.40.20,62014020,620140,62,Other,27.7%,"Free (AU,BH,CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)",9903.88.15,List 4A,7.5
,,,,Raincoats:,,,,,0.0
6201.40.20.15,62014020,620140,62,Men's (634),,,,,0.0
6201.40.20.20,62014020,620140,62,Boys' (634),,,,,0.0
,,,,Other:,,,,,0.0
6201.40.20.30,62014020,620140,62,Men's (634),,,,,0.0
6201.40.20.40,62014020,620140,62,Boys' (634),,,,,0.0
,,,,"Anoraks (including ski-jackets), windbreakers and similar articles (including padded, sleeveless jackets):",,,,,0.0
,,,,Recreational performance outerwear:,,,,,0.0
6201.40.25.00,62014025,620140,62,Containing 15 percent or more by weight of down and waterfowl plumage and of which down comprises 35 percent or more by weight; containing 10 percent or more by weight of down (653),4.4%,"Free (AU,BH,CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)",9903.88.15,List 4A,7.5
,,,,Other:,,,,,0.0
6201.40.35,62014035,620140,62,Padded sleeveless jackets:,14.9%,"Free (AU,BH,CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)",9903.88.15,List 4A,7.5
6201.40.35.10,62014035,620140,62,With attachments for sleeves (634),,,,,0.0
6201.40.35.20,62014035,620140,62,Other (659),,,,,0.0
,,,,Other:,,,,,0.0
6201.40.40,62014040,620140,62,Containing 36 percent or more by weight of wool or fine animal hair,49.5¢/kg + 19.6%,"Free (AU,BH,CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)",9903.88.15,List 4A,7.5
6201.40.40.11,62014040,620140,62,Men's (434),,,,,0.0
6201.40.40.21,62014040,620140,62,Boys' (434),,,,,0.0
,,,,Other:,,,,,0.0
6201.40.45.00,62014045,620140,62,Water resistant (634),7.1%,"Free (AU,BH,CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)",9903.88.15,List 4A,7.5
6201.40.50,62014050,620140,62,Other,27.7%,"Free (AU,BH,CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)",9903.88.15,List 4A,7.5
6201.40.50.11,62014050,620140,62,Men's (634),,,,,0.0
6201.40.50.21,62014050,620140,62,Boys' (634),,,,,0.0
,,,,Other:,,,,,0.0
